Subject Code	Course Code	Course Title
AAAS	100	Race and Community
AAAS	390	Spec Topics Black Africana Std
AAAS	999	Doctoral Dissertation Research
ABM	100	Decision Making in Agri-Food
ABM	100	Decision Making in Agri-Food
ABM	203	Data Analysis Agri-Food System
ABM	210	Seminar in ABM
ABM	222	Agribus/Food Ind Sales (W)
ABM	303	Economics of Decision Making
ABM	400	Public Pol Agri-Food System
ABM	422	Vert Coord in Agri-Food
ABM	435	Fin Mgt in the Agri-Food Sys
ABM	435	Fin Mgt in the Agri-Food Sys
ABM	437	Agribusiness Strategic Mgt (W)
ABM	437	Agribusiness Strategic Mgt (W)
ACC	201	Principles of Financial Acct
ACC	202	Principles of Management Acct
ACC	230	Survey of Accounting Concepts
ACC	250	Accounting Career
ACC	300	Intermediate Financial Acct I
ACC	301	Intermediate Financial Acct II
ACC	301	Intermediate Financial Acct II
ACC	301	Intermediate Financial Acct II
ACC	305	Intermediate Acct Finance Majr
ACC	305	Intermediate Acct Finance Majr
ACC	308	Govt & Not-for-Profit Acct
ACC	321	Accounting Information Systems
ACC	331	Federal Income Tax Accounting
ACC	341	Cost and Managerial Accounting
ACC	411	Auditing
ACC	493	Internship
ACC	807	Financial Statement Analysis
ACC	808	Financial Reporting Decisions
ACC	822	Project Management
ACC	822	Project Management
ACC	822	Project Management
ACC	823	Adv Enterprise Database System
ACC	826	Enterprise Information Systems
ACC	833	Fed Inc Tax of Corp & Sharehld
ACC	833	Fed Inc Tax of Corp & Sharehld
ACC	834	Taxation Gifts, Trusts, Estate
ACC	836	U.S. Tax of Multintl Transact
ACC	841	Strategic Mgt Controls Systems
ACC	844	Acctg in Global Enterprises
ACC	891	Special Topics in ACC & IS
ACC	891	Special Topics in ACC & IS
ADV	205	Principles of Advertising
ADV	205	Principles of Advertising
ADV	225	Writing for Public Relations
ADV	225	Writing for Public Relations
ADV	225	Writing for Public Relations
ADV	225	Writing for Public Relations
ADV	260	Principles of Public Relations
ADV	260	Principles of Public Relations
ADV	322	Copy Writing
ADV	324	Intro to Creative Media
ADV	325	Public Relations Tech & Ethics
ADV	326	Advanced Creative: Media I
ADV	326	Advanced Creative: Media I
ADV	330	Advertising Management
ADV	330	Advertising Management
ADV	334	International Advertising
ADV	342	Account Planning and Research
ADV	342	Account Planning and Research
ADV	342	Account Planning and Research
ADV	342	Account Planning and Research
ADV	350	Media Planning
ADV	350	Media Planning
ADV	350	Media Planning
ADV	352	Media Sales
ADV	354	Interactive Adv Design
ADV	375	Consumer Behavior
ADV	375	Consumer Behavior
ADV	375	Consumer Behavior
ADV	420	New Media Driver's License
ADV	420	New Media Driver's License
ADV	420	New Media Driver's License
ADV	425	Public Relations Strategy
ADV	428	Advanced Creative: Media II
ADV	428	Advanced Creative: Media II
ADV	430	Social Mktg Strat & Practice
ADV	431	Monitoring/Measuring Soc Media
ADV	432	Digital Media Planning/Buying
ADV	433	Internet Video Promo Strategy
ADV	436	Promotions and Sponsorships
ADV	450	Portfolio Preparation
ADV	450	Portfolio Preparation
ADV	456	Interactive Adv Mgmt
ADV	475	Advertising and Society
ADV	481	Retail Strategy Analysis
ADV	486	Integrated Campaigns
ADV	486	Integrated Campaigns
ADV	486	Integrated Campaigns
ADV	486	Integrated Campaigns
ADV	492	Special Topics
ADV	492	Special Topics
ADV	492	Special Topics
ADV	492	Special Topics
ADV	492	Special Topics
ADV	492	Special Topics
ADV	493	Advert/Public Rel Internship
ADV	816	Fundraising Philan Nonprof Org
ADV	830	Seminar in Social Marketing
ADV	860	Media Relations
ADV	892	Special Topics
AE	101	Elec Wiring Maintenance
AE	102	Elec Lighting Resid & Ag
AE	131	Agr Water Resource Management
AE	143	Appl Precision Ag Tech
AE	151	Fabrication Technology
AE	153	Engine & Equipment Technology
AE	173	Electrical Occupations
AE	182	Electrical Wiring II
AE	185	Electrical Applications
AESC	210	Global Systems
AESC	410	Senior Capstone
AFRE	835	Introductory Econometrics
AFRE	865	Ag Benefit-Cost Analysis
AFRE	999	Doctoral Dissertation Research
AL	202	Intro Amer Ind & Indig Studies
AL	210	Democratic Disc & Critique
AL	210	Democratic Disc & Critique
AL	210	Democratic Disc & Critique
AL	210	Democratic Disc & Critique
AL	242	Intro to Experience Arch
AL	250	Career Strategies
AL	271	Intro to Arts/Cultural Mgmt
AL	271	Intro to Arts/Cultural Mgmt
AL	366	Manage Exp Arch Projects
AL	444	Prototyping Experience Arch
AL	466	Experience Arch Capstone
AL	467	Dvlp/PR for Arts/Cult Mgmt
AL	468	Fac/Op for Arts/Cult Mgmt
AL	471	Arts/Cultural Mgt Seminar
AL	488	Museum Curatorial Practices
AL	491	Special Topics
AL	493A	Arts and Letters Internship
AL	498	Learning in Museums
ANP	200	Navigating Another Culture
ANP	201	Intro to Cultural Anthropology
ANP	203	Introduction to Archaeology
ANP	206	Intro to Physical Anthropology
ANP	220	Gender Relations Comp Persp
ANP	236	Peace and Justice Studies
ANP	264	Great Discoveries Archaeology
ANP	320	Social and Cultural Theory
ANP	325	Anthrplgy of the Envrn & Devlp
ANP	330	Race, Ethnicity, and Nation
ANP	370	Culture, Health, and Illness
ANP	420	Language and Culture
ANP	426	Urban Anthropology
ANP	429	Ethnographic Field Methods
ANP	433	Contemp Amer Indian Commun
ANP	436	Globalization and Justice
ANP	440	Hominid Fossils
ANP	441	Osteology & Forensic Anthrop
ANP	463	Lab Methods in Archaeology
ANP	999	Doctoral Dissertation Research
ANR	210	Pathways Integrated Learning
ANR	250	Global Issues in ANR
ANR	310	Integrated Learning Seminar I
ANR	410	Integrate Learning Transitions
ANR	475	Interntl Studies Agric Nat Res
ANS	101	Professional Development ANS I
ANS	110	Introduct Animal Agriculture
ANS	147	Horse Management Placement Sem
ANS	148	Instructing Horsemanship
ANS	149	Horse Management Clerkship
ANS	200C	Introductory Judging of Dairy
ANS	200D	Introductory Judging of Horses
ANS	201	Animal Products
ANS	203	Principles Livestock Feeding
ANS	222	Intro Beef Cattle Mgmt
ANS	235	Dairy Herd Reproduction
ANS	238	Dairy Health Management
ANS	262	Introductory Sheep Management
ANS	282	Companion Animal Bio & Mgmt
ANS	295	Livestock Structure Function
ANS	301	Profession Development ANS II
ANS	305	Applied Animal Behavior
ANS	314	Genetic Improv of Dom Animals
ANS	315	Anatomy & Physiology Farm Anml
ANS	401	Ethical Issues in Animal Agric
ANS	425	Animal Biotechnology
ANS	427	Environ Toxicology & Society
ANS	435	Mammary Physiology
ANS	442	Advanced Horse Management
ANS	455	Avian Physiology
ANS	483	Ruminant Nutrition
ANS	999	Doctoral Dissertation Research
ANTR	350	Human Gross Anatomy
ANTR	485	Directed Study Human Prosect
ARB	102	Elementary Arabic II
ARB	102	Elementary Arabic II
ARB	102	Elementary Arabic II
ARB	202	Second-Year Arabic II
ARB	302	Third-Level Arabic II
ARB	402	Fourth-Year Arabic II (W)
ARB	461	Intro to Arabic Literature (W)
AS	112	USAF Foundation II
AS	112L	USAF Foundation II Lab
AS	212	Evolution of USAF II
AS	212L	Evolution of USAF II Lab
AS	322	USAF Leadership Studies II
AST	101	The Celestial Clockworks
AST	208	Planets and Telescopes
AST	835	Extragalactic Astronomy
AST	860	Gravitational Astrophysics
AT	291	Selected Topics in Ag Tech
AT	291	Selected Topics in Ag Tech
AT	291	Selected Topics in Ag Tech
AT	291	Selected Topics in Ag Tech
AT	291	Selected Topics in Ag Tech
AT	55	Agricultural Finance
ATD	111	Basic Apparel Structuring
ATD	121	Explor in App & Textile Design
ATD	231	Textile Materials
ATD	323	Apparel Pattern Design
ATD	427	Knitwear Design
ATD	430	Dress, Culture/Human Behavior
ATD	439	Portfolio Devel & Exhib (W)
ATD	491A	Special Topics in Apparel
BE	230	Eng Analysis Bio Sys
BE	350	Heat & Mass Transfer in BE
BE	360	Microbial Systems Engineering
BE	385	Egr Design & Optimiz Bio Sys
BE	429	Fundamentals Food Engineering
BE	444	Biosensors Med Diagnostics
BE	456	Electric Power and Control
BE	469	Sustainable Bioenergy Systems
BE	478	Food Engineering: Solids
BE	487	Biosystems Design Project (W)
BE	999	Doctoral Dissertation Research
BLD	204	Mechanisms of Disease
BLD	220	Health Careers Preparation
BLD	413	Adv BLD Lab
BLD	414	Laboratory Analysis & Practice
BLD	417	Quality in Lab Testing
BLD	424	Adv Heme, Coag and Urinalysis
BLD	424L	Adv Lab in Heme/Coag/Urines
BLD	430	Molecular Lab Diagnostics
BLD	433	Clin Immuno & Immunohem Lab
BLD	434	Clinical Immunology
BLD	435	Transfuse Med
BLD	442	Ed & Mgt in Clin Lab
BLD	450	Eukaryotic Pathogens
BLD	455	Integ Clin Lab Sci Discip (W)
BLD	498	Focused Problems in CLS
BLD	498L	Infectious Disease Laboratory
BLD	815	Cell Biology Health/Disease I
BLD	830	Concepts in Molecular Biology
BLD	831	Clin Appl of Mol Biol
BMB	401	Comprehensive Biochemistry
BMB	401	Comprehensive Biochemistry
BMB	461	Advanced Biochemistry I
BMB	462	Advanced Biochemistry II
BMB	469	Special Topics in Biochemistry
BMB	471	Advanced Biochemistry Lab
BMB	495	Undergraduate Seminar (W)
BMB	802	Metab Reg/Signal Transduction
BMB	805	Protein Struct Design & Mech
BMB	978	Seminar in Biochemistry
BMB	999	Doctoral Dissertation Research
BMS	800	BMS Research Forum
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	161	Cells and Molecules
BS	162	Organismal and Pop Biology
BS	162	Organismal and Pop Biology
BS	162	Organismal and Pop Biology
BS	171	Cell and Molecular Biology Lab
BS	171	Cell and Molecular Biology Lab
BS	172	Organismal Biology Lab
BS	181H	Hnrs Cell Molecular Biology
BS	191H	Honors Cell Molecular Bio Lab
BUS	101	Freshman Seminar for Business
BUS	102	Career Seminar for Business
BUS	102	Career Seminar for Business
BUS	170	Startup: Business Model Develo
BUS	190	The Art of Starting
BUS	201	Business Soph Seminar
BUS	201	Business Soph Seminar
BUS	250	Business Communications
BUS	250	Business Communications
BUS	491	Special Topics in Business
BUS	491	Special Topics in Business
CAS	110	Creative Thinking
CAS	111	Design and Layout
CAS	112	Story, Sound and Motion
CAS	114	Creativity & Entrepreneurship
CAS	116	Media Sketching & Graphics
CAS	117	Games and Interactivity
CAS	201	Audio Video I
CAS	203	Media Design
CAS	204	Web Design
CAS	205	Media Photography
CAS	205	Media Photography
CAS	206	Graphics & Illustration
CAS	207	Media Animation
CAS	208	Media Interactivity
CAS	396	Integrated Media Arts Spec Top
CAS	492	Special Topics
CAS	496	Advanced Media Project Design
CAS	496	Advanced Media Project Design
CAS	829	Eval Tech for Working Profes
CAS	835	Branding & Image Communication
CAS	842	Prof Communication Ethics
CAS	992	Doctoral Seminar
CAS	999	Doctoral Dissertation Research
CE	221	Statics
CE	221	Statics
CE	221	Statics
CE	273	CEE Measurements
CE	274	CEE Graphics
CE	305	Intro to Structural Analysis
CE	312	Soil Mechanics
CE	321	Introduction to Fluid Mechanic
CE	337	Civil Engineering Materials I
CE	341	Transportation Engineering
CE	371	Sustainable CEE Systems
CE	372	Risk Analysis in CEE
CE	405	Design of Steel Structures
CE	432	Pavement Rehabilitation
CE	448	Transportation Planning
CE	461	Computational Methods in CE
CE	471	Construction Engineering
CE	495	Senior Design in Civil & Env
CE	999	Doctoral Dissertation Research
CEM	141	General Chemistry
CEM	141	General Chemistry
CEM	141	General Chemistry
CEM	142	General & Inorganic Chemistry
CEM	143	Survey of Organic Chemistry
CEM	152	Principles of Chemistry
CEM	161	Chemistry Laboratory I
CEM	162	Chemistry Laboratory II
CEM	182H	Honors Chemistry II
CEM	251	Organic Chemistry I
CEM	252	Organic Chemistry II
CEM	252	Organic Chemistry II
CEM	252	Organic Chemistry II
CEM	255	Organic Chemistry Laboratory
CEM	262	Quantitative Analysis
CEM	311	Inorganic Chemistry
CEM	333	Instrumental Methods and App
CEM	352	Organic Chemistry II
CEM	355	Organic Laboratory I
CEM	384	Intro Physical Chemistry II
CEM	415	Advanced Synthesis Laboratory
CEM	484	Molecular Thermodynamics
CEM	812	Adv Inorganic Chemistry II
CEM	832	Mass Spectrometry
CEM	836	Separation Science
CEM	851	Advanced Organic Chemistry
CEM	852	Methods of Organic Synthesis
CEM	890	Chemical Problems and Reports
CEM	999	Doctoral Dissertation Research
CEP	240	Div Lrnrs in Multicult Persp
CEP	260	Dynamics of Personal Adjustmnt
CEP	261	Substance Abuse
CEP	261	Substance Abuse
CEP	261	Substance Abuse
CEP	261	Substance Abuse
CEP	301	Literacy Instr Mild Impair (W)
CEP	416	Teaching & Learning With Tech
CEP	449	Behavior Management in Spec Ed
CEP	460	Comm Skill Train Helping Prof
CEP	470	Disability in a Div Society
CEP	502A	Intern Tch Diver Lrn II: LD
CEP	800	Lrn School & Other Settings
CEP	801A	Consultation in Special Ed
CEP	802A	Inquiry in Spec Ed I: Mild Imp
CEP	804A	Literacy Instruction Mild Dis
CEP	805	Learning Math with Technology
CEP	805	Learning Math with Technology
CEP	807	Capstone Ed Technology
CEP	810	Tch Understanding w/Technology
CEP	812	Apply Educ Tech to Practice
CEP	815	Technology and Leadership
CEP	817	Learning Tech through Design
CEP	820	Teaching Students Online
CEP	832	Ed Students Challenging Behav
CEP	845	ASD: Assessment & Intervention
CEP	846	ASD: Advanced Topics
CEP	850	Tech, Literacy for Mild Disabi
CEP	862	Couns Intro Ind & Group Proc
CEP	886	Psych Assess & Interven I
CEP	904	Soc-Emotion Dev Across Lifspan
CEP	918	Theories Sch Psych Intervent
CEP	921	Psychometric Theory I
CEP	930	Educational Inquiry
CEP	932	Quant Meth in Ed Res I
CEP	933	Quantitative Meth in Ed Res II
CEP	935	Adv Multivariate Data Anly II
CEP	968	Rsch Mthds Couns School Psy
CEP	991B	Spec Top Ed Stat & Res Design
CEP	999	Doctoral Dissertation Research
CHE	201	Material and Energy Balances
CHE	210	Modeling Anlysis Trans Phen
CHE	301	Chemical Engr as a Profession
CHE	312	Mass Transfer and Separations
CHE	316	Lab Practice and Statistics
CHE	321	Thermodynamics Chem Engin
CHE	434	Process Design & Optimiz II
CHE	473	Polymers and Materials
CHE	483	Brewing and Distilled Bev Tech
CHE	804	Foundations in Chemical Egr I
CHE	822	Advanced Transport Phenomena
CHE	999	Doctoral Dissertation Research
CHS	102	Elementary Chinese II
CHS	202	Second-Year Chinese II
CHS	302	Third-Year Chinese II
CHS	350	Studies in Chinese Language
CHS	402	Fourth-Year Chinese II
CHS	466	Modern Chinese Lit & Film (W)
CJ	110	Intro to Criminal Justice
CJ	110	Intro to Criminal Justice
CJ	220	Criminology
CJ	275	Criminal Procedure
CJ	275	Criminal Procedure
CJ	292	Meth of Criminal Justice Res
CJ	292	Meth of Criminal Justice Res
CJ	294	Leadership Prof Develpmt in CJ
CJ	335	Policing
CJ	355	Juvenile Justice
CJ	365	Corrections
CJ	422	Compar & Hist Criminal Justice
CJ	424	Crime Mass Media & Society (W)
CJ	426	Violence Against Women (W)
CJ	430	Advanced Sem in Policing (W)
CJ	432	Community Policing
CJ	433	Law Enforce Intelligence Oper
CJ	439	Homeland Security
CJ	473	Comparative Constitutional Law
CJ	485	Issues in Private Security (W)
CJ	491	Topics in Criminal Justice
CJ	491	Topics in Criminal Justice
CJ	491	Topics in Criminal Justice
CJ	491	Topics in Criminal Justice
CJ	491	Topics in Criminal Justice
CJ	491	Topics in Criminal Justice
CJ	494	Criminal Justice Practicum
CJ	801	Crime Caus Prevent & Control
CJ	802	Prosem Law Enforce Intell Op
CJ	803	Foundations Homeland Security
CJ	811	Design & Anly Crim Justice Res
CJ	837	Counterterrorism and Intel
CJ	838	Terrorism
CJ	845	Env Risk Percept & Decision
CJ	887	Quant Meth Crimin Justice Res
CJ	887	Quant Meth Crimin Justice Res
CJ	887	Quant Meth Crimin Justice Res
CJ	896	Policy Anly Under Condit Chnge
CJ	999	Doctoral Dissertation Research
CLS	201	Intro Chicano/Latino Studies
CMB	999	Doctoral Dissertation Research
CMP	124	Res Const Mtls & Methods
CMP	211	Building Codes
CMP	222	Statics & Strengths Materials
CMP	230	Utility Systems
CMP	311	Construction Project Schedulng
CMP	315	Construction Surveying
CMP	385	Const Documents & Contract (W)
CMP	423	Construct Project Management
CMP	491	Spec Top Constr Mgt
CMSE	201	Intro Computational Modeling
CMSE	201	Intro Computational Modeling
CMSE	201	Intro Computational Modeling
CMSE	202	Comp Modeling Tools Tech
CMSE	801	Intro Computational Modeling
CMSE	820	Math Foundations of Data Sci
CMSE	821	Num Methods for Diff Equations
COM	100	Human Communication
COM	225	An Intro to Interpersonal Comm
COM	240	Intro to Organizational Comm
COM	275	Effects of Mass Communication
COM	275	Effects of Mass Communication
COM	300	Mthds of Communication Inquiry
COM	325	Interpersonal Influence & Conf
COM	325	Interpersonal Influence & Conf
COM	340	Leadership & Group Com
COM	360	Advanced Sales Communication
COM	375	Audience Resp to Media Enterta
COM	391	Verbal, Intercul or Gender Com
COM	391	Verbal, Intercul or Gender Com
COM	399	Spec Topics in Communication
COM	399	Spec Topics in Communication
COM	399	Spec Topics in Communication
COM	425	Com in Close Relationships (W)
COM	425	Com in Close Relationships (W)
COM	440	Organizatal Comm Structure (W)
COM	475	Comm Campaign Desgn & Anly (W)
COM	475	Comm Campaign Desgn & Anly (W)
COM	475	Comm Campaign Desgn & Anly (W)
COM	493	Internship
COM	494	Pract Comm Res & Instruction
COM	875	Comm Leadership Skills
COM	999	Doctoral Dissertation Research
CSD	203	Intro Comm Sciences & Disorder
CSD	232	Descriptive Phonetics
CSD	333	Oral Language Development
CSD	364	Eval Proced Speech-Lang Path
CSD	391	Observ and Analysis Clin Prac
CSD	444	Clin Proc in Audiology
CSD	463	Int/Reh Proc Speech-Lang Path
CSD	483	School-Based Comm Disord Prog
CSD	815	Acquired Language Disorders
CSD	820	Lang Assess Inter Early Stages
CSD	850	Medical Aspects of SLP
CSD	855	Dysphagia
CSD	883	Clin Prac Speech-Lang Path
CSE	101	Computng Concepts/Competencies
CSE	201	Fund of Information Technology
CSE	220	Programming in C
CSE	231	Introduction to Programming I
CSE	232	Introduction to Programming II
CSE	260	Discrete Structures Comp Sci
CSE	291	Sel Topics in Computer Science
CSE	320	Comp Organization and Arch
CSE	331	Algorithms and Data Structures
CSE	331	Algorithms and Data Structures
CSE	335	Software Design
CSE	410	Operating Systems
CSE	420	Computer Architecture
CSE	422	Computer Networks
CSE	422	Computer Networks
CSE	425	Intro to Computer Security
CSE	429	Topics in CyberSecurity
CSE	471	Media Process and Computing
CSE	472	Computer Graphics
CSE	476	Mobile App Development
CSE	477	Web App Architecture & Develop
CSE	480	Database Systems
CSE	482	Big Data Analysis
CSE	491	Sel Topics in Computer Science
CSE	491	Sel Topics in Computer Science
CSE	498	Collaborative Design (W)
CSE	802	Pattern Recognition & Analysis
CSE	812	Distributed Systems
CSE	825	Computer and Network Security
CSE	842	Natural Language Processing
CSE	847	Machine Learning
CSE	870	Advanced Software Engineering
CSE	881	Data Mining
CSE	891	Selected Topics
CSE	999	Doctoral Dissertation Research
CSP	400	John Cabot University
CSP	402	Corvinus Univ of Budapest
CSP	430	Univ of Virginia in Valencia
CSS	101	Introduction to Crop Science
CSS	124	Intro Sustainable Ag Food Sys
CSS	135	Crop Scouting & Investigation
CSS	143	Introduction to Soil Science
CSS	151	Seed and Grain Quality
CSS	171	Turfgrass Operations Budgeting
CSS	178	Turfgrass Irrigation
CSS	181	Pesticide & Fertilizer App Tec
CSS	202	World of Turf
CSS	202L	World of Turf Lab
CSS	210	Fund of Soil Science
CSS	267	Performance Turf Design & Cons
CSS	269	Turf Strat: Integration Synth
CSS	272	Turfgrass Soil Fertility
CSS	282	Turfgrass Physiology
CSS	330	Soil Chemistry
CSS	340	Applied Soil Physics
CSS	350	Introduction to Plant Genetics
CSS	451	Biotech for Plant Breeding
CSS	455	Pollutants in Soil and Water
CSS	488	Cropping Systems
CSS	899	Master's Thesis Research
CSS	999	Doctoral Dissertation Research
CSUS	200	Introduction to Sustainabilty
CSUS	200	Introduction to Sustainabilty
CSUS	200	Introduction to Sustainabilty
CSUS	200	Introduction to Sustainabilty
CSUS	215	Intl Devel and Sustainability
CSUS	265	Env Issues Using Film
CSUS	273	Intro to Travel and Tourism
CSUS	276	Sust Our Ntl Parks & Rec Lands
CSUS	300	Theoretical Fnd Sustainability
CSUS	301	Community Engage Sustain
CSUS	301	Community Engage Sustain
CSUS	310	Hist Env Thought and Sust
CSUS	320	Environmental Planning & Mgt
CSUS	322	Leadership for Comm Sust
CSUS	330	Org Mgt for Comm Sust (W)
CSUS	343	Community Food & Agr Systems
CSUS	354	Water Resources Management
CSUS	418	Comm Sust Study Abroad
CSUS	425	Environ Impact Assessment
CSUS	431	Interp and Visitor Info Sys
CSUS	433	Grantwriting & Fund Devel (W)
CSUS	464	Env & Nat Res Policy in MI
CSUS	465	Environmental Nat Res Law
CSUS	473	Soc Entrep and Comm Sust
CSUS	474	Tourism Management
CSUS	824	Sustainable Development
CSUS	826	International Development
CSUS	834	Survey Research and Design
DAN	451	Dance Technique III
DAN	452	Dance Technique IV
EAD	315	Student Leadership Training
EAD	801	Leadership & Organ Development
EAD	812	Analysis School Organizations
EAD	812	Analysis School Organizations
EAD	830	Urban Ed: Racial Achieve Gap
EAD	840	Inquiry Postsecondary Educ
EAD	850	Multicultural Education
EAD	852	School Principalship
EAD	860	Concept of Learning Society
EAD	861	Adult Learning
EAD	861	Adult Learning
EAD	863	Training & Professional Dev
EAD	866	Teaching in Postsecondary Educ
EAD	871	Collegiate Contexts Tchg & Lrn
EAD	872	Legal Issues in Higher Ed
EAD	876	Budget/Finance Higher Ed
EAD	881	Wrkshp Educational Admin
EAD	889	Res Assessment in Student Aff
EAD	893	Prof Dev Sem in Student Affair
EAD	926	School Finance and Operations
EAD	955B	Field Res Methods Ed Admn
EAD	963	Leadership Postsecondary Ed
EAD	966	Students in Postsecondary Educ
EAD	968	Teach, Learn, & Curr Post Educ
EAD	981B	Capstone II
EAD	982B	Capstone Seminar II
EAD	995	Res Pract Ed Admin
EAD	999	Doctoral Dissertation Research
EC	201	Introduction to Microeconomics
EC	201	Introduction to Microeconomics
EC	201	Introduction to Microeconomics
EC	201	Introduction to Microeconomics
EC	202	Introduction to Macroeconomics
EC	202	Introduction to Macroeconomics
EC	202	Introduction to Macroeconomics
EC	251H	Microeconomics & Public Policy
EC	252H	Macroeconomics & Public Policy
EC	301	Intermediate Microeconomics
EC	301	Intermediate Microeconomics
EC	302	Intermediate Macroeconomics
EC	302	Intermediate Macroeconomics
EC	310	Economics Developing Countries
EC	330	Money Bank & Fin Markets
EC	340	Survey of Interntl Economics
EC	340	Survey of Interntl Economics
EC	380	Labor Relat & Labor Market Pol
EC	401	Advanced Microeconomics
EC	406	Ec Analysis of Russia (W)
EC	410	Issues Econ Develop Coun (W)
EC	420	Intro to Econometric Methods
EC	420	Intro to Econometric Methods
EC	420	Intro to Econometric Methods
EC	421	Advanced Econometric Methods
EC	425	Law and Economics (W)
EC	435	Public Expenditures (W)
EC	438	Urban Economics (W)
EC	440	International Trade (W)
EC	441	International Finance (W)
EC	450	Econ of Environmental Pol (W)
EC	460	Amer Indust Struct & Behav (W)
EC	480	Analysis of Labor Markets (W)
EC	485	Economics of Education (W)
EC	490	Independent Study
EC	495	Econ Poverty & Income Dist (W)
EC	499	Senior Seminar Econ Majors (W)
EC	499	Senior Seminar Econ Majors (W)
EC	811B	Structure of Economic Analysis
EC	812B	Microeconomics II
EC	813B	Macroeconomics II
EC	820B	Econometrics IB
EC	821B	Cross Section Econometrics II
EC	999	Doctoral Dissertation Research
ECE	101	Introduction to ECE
ECE	201	Circuits and Systems I
ECE	201	Circuits and Systems I
ECE	202	Circuits and Systems II
ECE	203	Circuits Lab
ECE	230	Digital Logic Fundamentals
ECE	280	Electrical Engr Analysis
ECE	302	Electronic Circuits
ECE	303	Electronics Laboratory
ECE	305	Electromag Fields & Waves I
ECE	313	Control Systems
ECE	320	Energy Conver & Power Electron
ECE	331	Microprocessors & Digital Sys
ECE	345	Electronic Instrument & System
ECE	366	Intro to Signal Processing
ECE	390	Ethics & Prof & Cont Issues
ECE	402	Appl Analog Intg Circ
ECE	407	Electromagnetic Compatibilty
ECE	410	VLSI Design
ECE	416	Digital Control
ECE	423	Power System Analysis
ECE	447	Intro to Biomedical Imaging
ECE	457	Communication Systems
ECE	466	Dig Signal Proc & Fltr Design
ECE	474	Prin of Electronic Devices
ECE	480	Senior Design
ECE	802	Selected Topics
ECE	837	Computational Methods in Elect
ECE	853	Optimal Control
ECE	885	Artificial Neural Networks
ECE	999	Doctoral Dissertation Research
EEP	260	World Food Popul & Poverty
EEP	320	Environmental Economics
EEP	405	Corp Environ Mgt
EEP	460	Natural Resource Economics
EGR	100	Intro to Engineering Design
EGR	102	Intro to Engineering Modeling
EGR	160	Success in Engr and
EGR	291	Selected Topics
EGR	393	Engineering Cooperative Ed
EM	540	Preclinical Emergency Medicine
EM	630	Emergency Medicine Clerkship
ENE	280	Principle of Envir Engr & Sci
ENE	422	Applied Hydraulics
ENE	487	Microb for Envir Sci & Eng
ENE	489	Air Pollution Science Engr
ENE	801	Dynamics of Environ Systems
ENE	805	Contaminated Site Remediation
ENE	999	Doctoral Dissertation Research
ENG	130	Film and Society
ENG	130	Film and Society
ENG	140	Literature and Society
ENG	140	Literature and Society
ENG	142	Introduction to Popular Lit
ENG	153	Introduction to Women Authors
ENG	210	Foundations Literary Study I
ENG	210	Foundations Literary Study I
ENG	210	Foundations Literary Study I
ENG	210	Foundations Literary Study I
ENG	210	Foundations Literary Study I
ENG	211H	Foundation in Literary Studies
ENG	223	Intro Creative Non-Fict Writ
ENG	226	Intro to Creative Writing
ENG	226	Intro to Creative Writing
ENG	226	Intro to Creative Writing
ENG	227	Introduction to Playwriting
ENG	228	Intro to Fiction Writing
ENG	229	Introduction to Poetry Writing
ENG	232	Writing as Exploration
ENG	280	Foundations Literary Study II
ENG	280	Foundations Literary Study II
ENG	280	Foundations Literary Study II
ENG	302	Intro to the English Language
ENG	302	Intro to the English Language
ENG	308	Literature for Young Adults
ENG	318	Readings in Shakespeare
ENG	320A	Meth Literary History: Genre
ENG	320B	Meth Literary History: Region
ENG	320C	Meth Literary History: Canon
ENG	323	Readings in Non-Fiction
ENG	329	Readings in Poetry and Poetics
ENG	340	Popular Culture Studies
ENG	342	Readings in Popular Lit Genres
ENG	351	Readings in Chicano/Latino Lit
ENG	352	Readings Asian/Asian Am Lit
ENG	353	Readings in Women Writers
ENG	354	Native American Literature
ENG	355	Readings in Sexuality and Lit
ENG	360	Studies Postcol Diaspora (W)
ENG	362	Studies Modern/Contemp Lit (W)
ENG	368	Studies Medieval/Early Mod (W)
ENG	413	Crit Questns Lang & Comp (W)
ENG	413	Crit Questns Lang & Comp (W)
ENG	429	Advanced Poetry Writing
ENG	473A	Literature and Medicine
ENG	478B	Literature and Visual Culture
ENG	484B	Crit Questns Region, School
ENG	492H	Honors Seminar in English
ENG	802	Literary Criticism and Theory
ENG	820	Emphasis Area Seminar
ENG	97	Oral Skills Foreign Teach Ast
ENG	999	Doctoral Dissertation Research
ENT	111	Basic of Applied Entomology
ENT	205	Pests, Society and Environment
ENT	205	Pests, Society and Environment
ENT	410	Apiculture and Pollination
ENT	460	Medical Entomology
ENT	479	Organic Pest Management (W)
ENT	848	Biological Control
ENT	899	Master's Thesis Research
ENT	999	Doctoral Dissertation Research
EPI	280	App Methods Health Studies I
EPI	390	Disease in Society
EPI	819	Spatial Epidem & Medical Geog
EPI	823	Cancer Epidemiology
EPI	899	Master's Thesis Research
EPI	920	Adv Meth Epid & Appl Stat
EPI	952	Duration and Severity Analysis
EPI	999	Doctoral Dissertation Research
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
ESL	220	English Grammar & Composition
